Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
17,"A Gudigar, U Raghavendra, M Maithri, J Samanth…","Automated system for the detection of heart anomalies using phonocardiograms: A systematic review",2024,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10685373/","https://scholar.google.com/scholar?cites=8708295670581517125&as_sdt=80005&sciodt=0,11&hl=en",1,"2026-08-23 16:38:16","","","",,,,,,17,8.50,3,5,2,"Phonocardiogram (PCG) signals generated by the heart contain information about heart conditions. This review examines how PCG analysis identifies and diagnoses heart issues …","https://ieeexplore.ieee.org/iel8/6287639/6514899/10685373.pdf","https://scholar.google.com/scholar?q=related:RVsVHMYU2ngJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
130,"F Khozeimeh, D Sharifrazi, NH Izadi, JH Joloudari…","RF-CNN-F: random forest with convolutional neural network features for coronary artery disease diagnosis based on cardiac magnetic resonance",2022,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-022-15374-5","https://scholar.google.com/scholar?cites=1764127577190240870&as_sdt=80005&sciodt=0,11&hl=en",2,"2026-08-23 16:38:16","HTML","","",,,,,,130,32.50,26,5,4,"Coronary artery disease (CAD) is a prevalent disease with high morbidity and mortality rates. Invasive coronary angiography is the reference standard for diagnosing CAD but is …","https://www.nature.com/articles/s41598-022-15374-5","https://scholar.google.com/scholar?q=related:ZhLlSK9wexgJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
67,"A Maity, A Pathak, G Saha","Transfer learning based heart valve disease classification from phonocardiogram signal",2023,"Biomedical signal processing and control","Elsevier","https://www.sciencedirect.com/science/article/pii/S1746809423002380","https://scholar.google.com/scholar?cites=7124526970628981024&as_sdt=80005&sciodt=0,11&hl=en",3,"2026-08-23 16:38:16","","","",,,,,,67,22.33,22,3,3,"Physiological conditions that prevent heart valves from functioning precisely to ensure proper blood circulation are known as heart valve disorder (HVD). Detection of HVD is …","","https://scholar.google.com/scholar?q=related:IMEHTYhn32IJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
28,"H Zhang, F Tian, Y Tan, L Shen, J Liu…","An AI-assisted all-in-one integrated coronary artery disease diagnosis system using a portable heart sound sensor with an on-board executable lightweight model",2025,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10909628/","https://scholar.google.com/scholar?cites=710021318816306512&as_sdt=80005&sciodt=0,11&hl=en",4,"2026-08-23 16:38:16","","","",,,,,,28,28.00,5,6,1,"Heart sounds play a crucial role in assessing Coronary Artery Disease (CAD). The advancement of Artificial Intelligence (AI) technologies has given rise to Computer Audition …","","https://scholar.google.com/scholar?q=related:UBUAq6CA2gkJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
41,"S Mandala, SS Amini, AR Syaifullah, M Pramudyo…","Enhanced myocardial infarction identification in phonocardiogram signals using segmented feature extraction and transfer learning-based classification",2023,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10339316/","https://scholar.google.com/scholar?cites=18006165265862789829&as_sdt=80005&sciodt=0,11&hl=en",5,"2026-08-23 16:38:16","","","",,,,,,41,13.67,8,5,3,"Myocardial Infarction (MI), commonly known as a heart attack, is a type of cardiovascular disease characterized by the death of heart muscle cells. This condition occurs due to the …","https://ieeexplore.ieee.org/iel7/6287639/10005208/10339316.pdf","https://scholar.google.com/scholar?q=related:xYq6lui_4vkJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
23,"C Sun, C Liu, X Wang, Y Liu, S Zhao","Coronary artery disease detection based on a novel multi-modal deep-coding method using ECG and PCG signals",2024,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/24/21/6939","https://scholar.google.com/scholar?cites=5843006524523813666&as_sdt=80005&sciodt=0,11&hl=en",6,"2026-08-23 16:38:16","HTML","","",,,,,,23,11.50,5,5,2,"Coronary artery disease (CAD) is an irreversible and fatal disease. It necessitates timely and precise diagnosis to slow CAD progression. Electrocardiogram (ECG) and …","https://www.mdpi.com/1424-8220/24/21/6939","https://scholar.google.com/scholar?q=related:IhuI-nmHFlEJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
23,"W Zhao, H Ma, N Jin, Y Zheng, X Guo","Detection of coronary heart disease based on heart sound and hybrid vision transformer",2025,"Applied Acoustics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0003682X24005711","https://scholar.google.com/scholar?cites=12045783269970538114&as_sdt=80005&sciodt=0,11&hl=en",7,"2026-08-23 16:38:16","","","",,,,,,23,23.00,5,5,1,"As a non-invasive examination method, phonocardiogram (PCG) has been widely used to assist in the diagnosis of cardiovascular diseases. Coronary heart disease (CHD) is the …","","https://scholar.google.com/scholar?q=related:gu7vDxA4K6cJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
21,"C Sun, X Liu, C Liu, X Wang, Y Liu, S Zhao, M Zhang","Enhanced cad detection using novel multi-modal learning: Integration of ecg, pcg, and coupling signals",2024,"Bioengineering","mdpi.com","https://www.mdpi.com/2306-5354/11/11/1093","https://scholar.google.com/scholar?cites=12973168336302238293&as_sdt=80005&sciodt=0,11&hl=en",8,"2026-08-23 16:38:16","HTML","","",,,,,,21,10.50,3,7,2,"Early and highly precise detection is essential for delaying the progression of coronary artery disease (CAD). Previous methods primarily based on single-modal data inherently …","https://www.mdpi.com/2306-5354/11/11/1093","https://scholar.google.com/scholar?q=related:Veqj-N3zCbQJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
102,"H Li, X Wang, C Liu, Q Zeng, Y Zheng, X Chu…","A fusion framework based on multi-domain features and deep learning features of phonocardiogram for coronary artery disease detection",2020,"Computers in biology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010482520301165","https://scholar.google.com/scholar?cites=8468267014212391500&as_sdt=80005&sciodt=0,11&hl=en",9,"2026-08-23 16:38:16","","","",,,,,,102,17.00,15,7,6,"Phonocardiogram (PCG) signals reflect the mechanical activity of the heart. Previous studies have reported that PCG signals contain heart murmurs caused by coronary artery disease …","","https://scholar.google.com/scholar?q=related:TJJJjftThXUJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
0,"A Ainiwaer, TJAJ Konings, K Kadier, X Ma…","Coronary artery disease diagnosis with signal processing and machine learning of heart sound signals: a systematic review",2026,"npj Digital …","nature.com","https://www.nature.com/articles/s41746-026-02530-8","",10,"2026-08-23 16:38:16","","","",,,,,,0,0.00,0,5,1,"Coronary artery disease (CAD) remains a major contributor to morbidity and mortality worldwide. Heart sound analysis has been investigated as a noninvasive approach to CAD …","https://www.nature.com/articles/s41746-026-02530-8_reference.pdf","https://scholar.google.com/scholar?q=related:i82T2Kv5W7gJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
38,"X Zhou, X Guo, Y Zheng, Y Zhao","Detection of coronary heart disease based on MFCC characteristics of heart sound",2023,"Applied Acoustics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0003682X2300381X","https://scholar.google.com/scholar?cites=1989234813856610958&as_sdt=80005&sciodt=0,11&hl=en",11,"2026-08-23 16:38:16","","","",,,,,,38,12.67,10,4,3,"Background Phonocardiogram (PCG) has been widely used to aid in the diagnosis of cardiovascular diseases. Coronary heart disease (CHD) is one of the leading causes of …","","https://scholar.google.com/scholar?q=related:jnrDFoYumxsJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
4,"MK Nath, SS Dash, K Mookkandi","Towards intelligent phonocardiogram analysis: Advances and future perspectives in cardiovascular disease detection",2026,"Engineering Applications of Artificial …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0952197625033780","https://scholar.google.com/scholar?cites=4460205589578286002&as_sdt=80005&sciodt=0,11&hl=en",12,"2026-08-23 16:38:16","","","",,,,,,4,4.00,1,3,1,"Abstract Phonocardiogram (PCG), electrocardiogram (ECG), and ballistocardiogram (BCG) are the non-stationary digital signals used in clinics for identifying various heart related …","","https://scholar.google.com/scholar?q=related:soMGQFrV5T0J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
69,"H Li, X Wang, C Liu, P Li, Y Jiao","Integrating multi-domain deep features of electrocardiogram and phonocardiogram for coronary artery disease detection",2021,"Computers in Biology and Medicine","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010482521007083","https://scholar.google.com/scholar?cites=5695311402758775726&as_sdt=80005&sciodt=0,11&hl=en",13,"2026-08-23 16:38:16","","","",,,,,,69,13.80,14,5,5,"Electrocardiogram (ECG) and phonocardiogram (PCG) are both noninvasive and convenient tools that can capture abnormal heart states caused by coronary artery disease …","","https://scholar.google.com/scholar?q=related:riOrtovPCU8J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
109,"SK Ghosh, RK Tripathy, RN Ponnalagu…","Automated detection of heart valve disorders from the PCG signal using time-frequency magnitude and phase features",2019,"IEEE Sensors …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8883037/","https://scholar.google.com/scholar?cites=4179211883129167408&as_sdt=80005&sciodt=0,11&hl=en",14,"2026-08-23 16:38:16","","","",,,,,,109,15.57,27,4,7,"In this letter, we propose a method for the automated detection of heart valve disorders namely, the aortic stenosis (AS), mitral stenosis (MS), and mitral regurgitation (MR) from the …","https://www.academia.edu/download/105868789/lsens.2019.294917020230922-1-nw7cir.pdf","https://scholar.google.com/scholar?q=related:MF4BtxCL_zkJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
76,"MU Khan, S Aziz, K Iqtidar, GF Zaher…","A two-stage classification model integrating feature fusion for coronary artery disease detection and classification",2022,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-021-10805-3","https://scholar.google.com/scholar?cites=13512091376412304309&as_sdt=80005&sciodt=0,11&hl=en",15,"2026-08-23 16:38:16","","10.1007/s11042-021-10805-3","",,,,,,76,19.00,15,5,4,"Abstract According to the World Health Organization, Coronary Artery Disease (CAD) is a leading cause of death globally. CAD is categorized into three types, namely Single Vessel …","","https://scholar.google.com/scholar?q=related:taOsR4SXhLsJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
56,"A Pathak, K Mandana, G Saha","Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection",2022,"IEEE Journal of Biomedical …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9669106/","https://scholar.google.com/scholar?cites=3258735548767970850&as_sdt=80005&sciodt=0,11&hl=en",16,"2026-08-23 16:38:16","","","",,,,,,56,14.00,19,3,4,"Conventional machine learning has paved the way for a simple, affordable, non-invasive approach for Coronary artery disease (CAD) detection using phonocardiogram (PCG). It …","","https://scholar.google.com/scholar?q=related:IqZAUbdaOS0J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
56,"K Iqtidar, U Qamar, S Aziz, MU Khan","Phonocardiogram signal analysis for classification of Coronary Artery Diseases using MFCC and 1D adaptive local ternary patterns",2021,"Computers in Biology and Medicine","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010482521007204","https://scholar.google.com/scholar?cites=9833873827549311062&as_sdt=80005&sciodt=0,11&hl=en",17,"2026-08-23 16:38:16","","","",,,,,,56,11.20,14,4,5,"Abstract Coronary Artery Diseases (CADs) are a dominant cause of worldwide fatalities. The development of accurate and timely diagnosis routines is imperative to reduce these risks …","https://www.researchgate.net/profile/Sumair-Aziz/publication/355162111_Phonocardiogram_Signal_Analysis_for_Classification_of_Coronary_Artery_Diseases_using_MFCC_and_1D_Adaptive_Local_Ternary_Patterns/links/67a8a4a1645ef274a478a103/Phonocardiogram-Signal-Analysis-for-Classification-of-Coronary-Artery-Diseases-using-MFCC-and-1D-Adaptive-Local-Ternary-Patterns.pdf","https://scholar.google.com/scholar?q=related:VnAW4STweIgJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
4,"M Jakubec, E Lieskovska, P Pocta","A robust deep learning based model for denoising phonocardiogram signals in clinical environments",2025,"Engineering Applications of Artificial …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0952197625022948","https://scholar.google.com/scholar?cites=15665872037981697718&as_sdt=80005&sciodt=0,11&hl=en",18,"2026-08-23 16:38:16","","","",,,,,,4,4.00,1,3,1,"A cardiac auscultation, being a very popular first line cardiovascular diseases screening method, typically produces phonocardiogram signals contaminated by background sounds …","","https://scholar.google.com/scholar?q=related:trafAJ5baNkJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
13,"A Maity, G Saha","Enhancing cross-domain robustness in phonocardiogram signal classification using domain-invariant preprocessing and transfer learning",2024,"Computer methods and programs in biomedicine","Elsevier","https://www.sciencedirect.com/science/article/pii/S0169260724004553","https://scholar.google.com/scholar?cites=16002312569823237532&as_sdt=80005&sciodt=0,11&hl=en",19,"2026-08-23 16:38:16","","","",,,,,,13,6.50,7,2,2,"Background and objective: Phonocardiogram (PCG) signal analysis is a non-invasive and cost-efficient approach for diagnosing cardiovascular diseases. Existing PCG-based …","","https://scholar.google.com/scholar?q=related:nBUVlX-iE94J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
66,"T Tuncer, S Dogan, RS Tan, UR Acharya","Application of Petersen graph pattern technique for automated detection of heart valve diseases with PCG signals",2021,"Information Sciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S0020025521001298","https://scholar.google.com/scholar?cites=2092331191816234468&as_sdt=80005&sciodt=0,11&hl=en",20,"2026-08-23 16:38:16","","","",,,,,,66,13.20,17,4,5,"This work aimed to use machine learning to diagnose four heart valve disease conditions and normal heart sounds. This paper proposed the automated classification of normal, aortic …","","https://scholar.google.com/scholar?q=related:5CWtICJ0CR0J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
32,"N Giordano, S Rosati, G Balestra, M Knaflitz","A wearable multi-sensor array enables the recording of heart sounds in homecare",2023,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/23/13/6241","https://scholar.google.com/scholar?cites=5693566449251539645&as_sdt=80005&sciodt=0,11&hl=en",21,"2026-08-23 16:38:16","HTML","","",,,,,,32,10.67,8,4,3,"The home monitoring of patients affected by chronic heart failure (CHF) is of key importance in preventing acute episodes. Nevertheless, no wearable technological solution exists to …","https://www.mdpi.com/1424-8220/23/13/6241","https://scholar.google.com/scholar?q=related:vVq4EIWcA08J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
21,"C Yin, Y Zheng, X Ding, Y Shi, J Qin…","Detection of coronary artery disease based on clinical phonocardiogram and multiscale attention convolutional compression network",2024,"IEEE Journal of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10400808/","https://scholar.google.com/scholar?cites=13231130960341926336&as_sdt=80005&sciodt=0,11&hl=en",22,"2026-08-23 16:38:16","","","",,,,,,21,10.50,4,6,2,"Heart sound is an important physiological signal that contains rich pathological information related with coronary stenosis. Thus, some machine learning methods are developed to …","","https://scholar.google.com/scholar?q=related:wIHaw4FrnrcJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
17,"B Karan, T Padhi","Hilbert domain characterizations of wavelet packets for automated heart sound abnormality detection",2024,"Biomedical Signal Processing and Control","Elsevier","https://www.sciencedirect.com/science/article/pii/S1746809423012260","https://scholar.google.com/scholar?cites=15753883517752654871&as_sdt=80005&sciodt=0,11&hl=en",23,"2026-08-23 16:38:16","","","",,,,,,17,8.50,9,2,2,"Heart valve disease (HVD) is a common disease that affects millions of people worldwide. Early detection and treatment are essential for improving the prognosis of patients with HVD …","","https://scholar.google.com/scholar?q=related:FzyHfJcJodoJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
43,"W Zeng, Z Lin, C Yuan, Q Wang, F Liu…","Detection of heart valve disorders from PCG signals using TQWT, FA-MVEMD, Shannon energy envelope and deterministic learning: W. Zeng et al.",2021,"Artificial Intelligence …","Springer","https://link.springer.com/article/10.1007/s10462-021-09969-z","https://scholar.google.com/scholar?cites=18156823773172965555&as_sdt=80005&sciodt=0,11&hl=en",24,"2026-08-23 16:38:16","","10.1007/s10462-021-09969-z","",,,,,,43,8.60,7,6,5,"Heart valve disorders (HVDs) are the major causes of cardiovascular diseases (CVD), which may be detected at the early stage using routine auscultation examination. The …","","https://scholar.google.com/scholar?q=related:s6BX0QX_-fsJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
25,"S Ismail, B Ismail","PCG signal classification using a hybrid multi round transfer learning classifier",2023,"Biocybernetics and Biomedical Engineering","Elsevier","https://www.sciencedirect.com/science/article/pii/S0208521623000049","https://scholar.google.com/scholar?cites=3895095216937701485&as_sdt=80005&sciodt=0,11&hl=en",25,"2026-08-23 16:38:16","","","",,,,,,25,8.33,13,2,3,"Diagnosis of cardiovascular diseases using Phonocardiography (PCG) is a challenging task as signal itself is cyclo-stationary. It has spectral contents which are overlapped by multiple …","","https://scholar.google.com/scholar?q=related:bRDlc3YoDjYJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
44,"A Pathak, P Samanta, K Mandana, G Saha","An improved method to detect coronary artery disease using phonocardiogram signals in noisy environment",2020,"Applied Acoustics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0003682X19305742","https://scholar.google.com/scholar?cites=7667963420594937197&as_sdt=80005&sciodt=0,11&hl=en",26,"2026-08-23 16:38:16","","","",,,,,,44,7.33,11,4,6,"Identification of coronary artery disease (CAD) from phonocardiogram (PCG) signal is a low signal to noise ratio (SNR) problem. This study proposes a PCG based CAD detection …","https://www.academia.edu/download/100636830/j.apacoust.2020.10724220230403-1-isznqn.pdf","https://scholar.google.com/scholar?q=related:bR1AuxoUamoJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
4,"H Ma, W Zhao, N Jin, Y Zheng, X Guo","Assessment for coronary heart disease severity by STFTs from synchronized PCG and ECG",2025,"Applied Acoustics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0003682X25004128","https://scholar.google.com/scholar?cites=3370936796681555691&as_sdt=80005&sciodt=0,11&hl=en",27,"2026-08-23 16:38:16","","","",,,,,,4,4.00,1,5,1,"Electrocardiogram (ECG) and phonocardiogram (PCG) signals reflect the electrical and mechanical activities of the heart, respectively. Noninvasive assessment of the severity of …","","https://scholar.google.com/scholar?q=related:605_Fij5xy4J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
40,"A Pathak, P Samanta, K Mandana, G Saha","Detection of coronary artery atherosclerotic disease using novel features from synchrosqueezing transform of phonocardiogram",2020,"Biomedical Signal Processing …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1746809420302111","https://scholar.google.com/scholar?cites=15418839254571035533&as_sdt=80005&sciodt=0,11&hl=en",28,"2026-08-23 16:38:16","","","",,,,,,40,6.67,10,4,6,"Objective Atherosclerotic coronary artery disease (CAD) detection through a simple, non-invasive approach will be useful in point-of-care diagnosis. Though numerous studies have …","","https://scholar.google.com/scholar?q=related:jSuOCZy4-tUJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
14,"SA Singh, ND Devi, KN Singh, K Thongam…","An ensemble-based transfer learning model for predicting the imbalance heart sound signal using spectrogram images",2024,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-023-17186-9","https://scholar.google.com/scholar?cites=10849871588719315389&as_sdt=80005&sciodt=0,11&hl=en",29,"2026-08-23 16:38:16","","10.1007/s11042-023-17186-9","",,,,,,14,7.00,3,5,2,"Heart sound signal analysis is an important area in healthcare, and the detection of imbalanced heart sounds can provide valuable diagnostic information. However, due to …","","https://scholar.google.com/scholar?q=related:vck3kLl8kpYJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
34,"MA Kobat, S Dogan","Novel three kernelled binary pattern feature extractor based automated PCG sound classification method",2021,"Applied Acoustics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0003682X2100133X","https://scholar.google.com/scholar?cites=11472947265451076938&as_sdt=80005&sciodt=0,11&hl=en",30,"2026-08-23 16:38:16","","","",,,,,,34,6.80,17,2,5,"Background Heart valve diseases are commonly seen ailments, and many people suffer from these diseases. Therefore, early diagnosis and accurate treatment are crucial for these …","","https://scholar.google.com/scholar?q=related:Si0AbMAYOJ8J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
