Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
13,"A Maity, G Saha","Enhancing cross-domain robustness in phonocardiogram signal classification using domain-invariant preprocessing and transfer learning",2024,"Computer methods and programs in biomedicine","Elsevier","https://www.sciencedirect.com/science/article/pii/S0169260724004553","https://scholar.google.com/scholar?cites=16002312569823237532&as_sdt=80005&sciodt=0,11&hl=en",11,"2026-08-23 16:42:34","","","",,,,,,13,6.50,7,2,2,"Background and objective: Phonocardiogram (PCG) signal analysis is a non-invasive and cost-efficient approach for diagnosing cardiovascular diseases. Existing PCG-based …","","https://scholar.google.com/scholar?q=related:nBUVlX-iE94J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
17,"A Aminorroaya, D Biswas, AF Pedroso…","Harnessing artificial intelligence for innovation in interventional cardiovascular care",2025,"Journal of the Society for …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2772930325000031","https://scholar.google.com/scholar?cites=17799581604457940701&as_sdt=80005&sciodt=0,11&hl=en",12,"2026-08-23 16:42:34","HTML","","",,,,,,17,17.00,4,4,1,"Artificial intelligence (AI) serves as a powerful tool that can revolutionize how personalized, patient-focused care is provided within interventional cardiology. Specifically, AI can …","https://www.sciencedirect.com/science/article/pii/S2772930325000031","https://scholar.google.com/scholar?q=related:3QZLvCnRBPcJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
13,"X Liu, C Lv, L Cao, X Guo","Detection of coronary artery disease using a triplet network and hybrid loss function on heart sound signal",2025,"Biomedical Signal Processing and Control","Elsevier","https://www.sciencedirect.com/science/article/pii/S1746809425001120","https://scholar.google.com/scholar?cites=6603573822009975374&as_sdt=80005&sciodt=0,11&hl=en",13,"2026-08-23 16:42:34","","","",,,,,,13,13.00,3,4,1,"Coronary artery disease (CAD) is currently one of the most common cardiovascular diseases. Its high incidence and mortality pose a serious threat to human health and cause …","","https://scholar.google.com/scholar?q=related:TiL5ZGebpFsJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
13,"M Fynn, K Mandana, J Rashid, S Nordholm…","Practicality meets precision: Wearable vest with integrated multi-channel PCG sensors for effective coronary artery disease pre-screening",2025,"Computers in Biology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010482525002550","https://scholar.google.com/scholar?cites=13177228951394884536&as_sdt=80005&sciodt=0,11&hl=en",14,"2026-08-23 16:42:34","HTML","","",,,,,,13,13.00,3,5,1,"The leading cause of mortality and morbidity worldwide is cardiovascular disease (CVD), with coronary artery disease (CAD) being the largest sub-category. Unfortunately …","https://www.sciencedirect.com/science/article/pii/S0010482525002550","https://scholar.google.com/scholar?q=related:uJviU-rr3rYJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
21,"C Yin, Y Zheng, X Ding, Y Shi, J Qin…","Detection of coronary artery disease based on clinical phonocardiogram and multiscale attention convolutional compression network",2024,"IEEE Journal of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10400808/","https://scholar.google.com/scholar?cites=13231130960341926336&as_sdt=80005&sciodt=0,11&hl=en",15,"2026-08-23 16:42:34","","","",,,,,,21,10.50,4,6,2,"Heart sound is an important physiological signal that contains rich pathological information related with coronary stenosis. Thus, some machine learning methods are developed to …","","https://scholar.google.com/scholar?q=related:wIHaw4FrnrcJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
13,"YF Dai, PF Liu, WQ Hou, K Kadier, ZY Mu, Z Lu…","Deep learning fusion framework for automated coronary artery disease detection using raw heart sound signals",2024,"Heliyon","cell.com","https://www.cell.com/heliyon/fulltext/S2405-8440(24)11662-3","https://scholar.google.com/scholar?cites=13406328920877946932&as_sdt=80005&sciodt=0,11&hl=en",16,"2026-08-23 16:42:34","HTML","","",,,,,,13,6.50,2,7,2,"One of the most common cardiovascular diseases is coronary artery disease (CAD). Thus, it is crucial for early CAD diagnosis to control disease progression. Computer-aided CAD …","https://www.cell.com/heliyon/fulltext/S2405-8440(24)11662-3","https://scholar.google.com/scholar?q=related:NNj5rh_ZDLoJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
29,"MG Veerabaku, J Nithiyanantham, S Urooj, AQ Md…","Intelligent Bi-LSTM with architecture optimization for heart disease prediction in WBAN through optimal channel selection and feature selection",2023,"Biomedicines","mdpi.com","https://www.mdpi.com/2227-9059/11/4/1167","https://scholar.google.com/scholar?cites=8807182829974959816&as_sdt=80005&sciodt=0,11&hl=en",17,"2026-08-23 16:42:34","HTML","","",,,,,,29,9.67,6,5,3,"Wireless Body Area Network (WBAN) is a trending technology of Wireless Sensor Networks (WSN) to enhance the healthcare system. This system is developed to monitor individuals by …","https://www.mdpi.com/2227-9059/11/4/1167","https://scholar.google.com/scholar?q=related:yLaTFB9mOXoJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
17,"D Niizumi, D Takeuchi, Y Ohishi…","Exploring pre-trained general-purpose audio representations for heart murmur detection",2024,"2024 46th Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10782479/","https://scholar.google.com/scholar?cites=724692026497977669&as_sdt=80005&sciodt=0,11&hl=en",18,"2026-08-23 16:42:34","","","",,,,,,17,8.50,4,4,2,"To reduce the need for skilled clinicians in heart sound interpretation, recent studies on automating cardiac auscultation have explored deep learning approaches. However …","https://arxiv.org/pdf/2404.17107","https://scholar.google.com/scholar?q=related:RU34-o6fDgoJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
9,"A Amamra, V Terrelonge","Multiple kernel transfer learning for enhancing network intrusion detection in encrypted and heterogeneous network environments",2024,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/14/1/80","https://scholar.google.com/scholar?cites=16670098034541469905&as_sdt=80005&sciodt=0,11&hl=en",19,"2026-08-23 16:42:34","HTML","","",,,,,,9,4.50,5,2,2,"Conventional supervised machine learning is widely used for intrusion detection without packet payload inspection, showing good accuracy in detecting known attacks. However …","https://www.mdpi.com/2079-9292/14/1/80","https://scholar.google.com/scholar?q=related:0SDIJ9cVWOcJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
12,"Y Zheng, Z Long, B Feng, R Cheng…","D3bt: Dynamic 3d body transformer for body fat percentage assessment",2024,"IEEE journal of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10772468/","https://scholar.google.com/scholar?cites=17826068658709861878&as_sdt=80005&sciodt=0,11&hl=en",20,"2026-08-23 16:42:34","","","",,,,,,12,6.00,2,5,2,"3D body scan has been adopted for body composition assessment due to its ability to accurately capture body shape measurements. However, the complexity of mesh …","https://pmc.ncbi.nlm.nih.gov/articles/PMC12083870/","https://scholar.google.com/scholar?q=related:9hUgoP_qYvcJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
15,"S Das, S Dandapat","Heart murmur severity stages classification using multikernel residual CNN",2024,"IEEE Sensors Journal","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10474302/","https://scholar.google.com/scholar?cites=17814401023515821063&as_sdt=80005&sciodt=0,11&hl=en",21,"2026-08-23 16:42:34","","","",,,,,,15,7.50,8,2,2,"Computer-aided diagnosis of heart murmurs (HMs) using phonocardiogram (PCG) signals facilitates early treatment of heart valve diseases (HVDs). This work proposes a novel …","","https://scholar.google.com/scholar?q=related:BwQEnVh3OfcJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
4,"H Ma, W Zhao, N Jin, Y Zheng, X Guo","Assessment for coronary heart disease severity by STFTs from synchronized PCG and ECG",2025,"Applied Acoustics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0003682X25004128","https://scholar.google.com/scholar?cites=3370936796681555691&as_sdt=80005&sciodt=0,11&hl=en",22,"2026-08-23 16:42:34","","","",,,,,,4,4.00,1,5,1,"Electrocardiogram (ECG) and phonocardiogram (PCG) signals reflect the electrical and mechanical activities of the heart, respectively. Noninvasive assessment of the severity of …","","https://scholar.google.com/scholar?q=related:605_Fij5xy4J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
1,"F Ma, H Zhang, S Fang, Q Wang, F Lin, L Chao…","Hierarchical fusion of electrocardiogram and phonocardiogram data improves heart failure detection",2026,"Patterns","cell.com","https://www.cell.com/patterns/fulltext/S2666-3899(25)00296-X","https://scholar.google.com/scholar?cites=5387173579173318164&as_sdt=80005&sciodt=0,11&hl=en",23,"2026-08-23 16:42:34","HTML","","",,,,,,1,1.00,0,7,1,"Heart failure with reduced ejection fraction (HFrEF) is a clinical syndrome with high morbidity and mortality. Developing cost-effective and easily deployable screening methods is crucial …","https://www.cell.com/patterns/fulltext/S2666-3899(25)00296-X","https://scholar.google.com/scholar?q=related:FM7-6dMVw0oJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
14,"SA Singh, ND Devi, KN Singh, K Thongam…","An ensemble-based transfer learning model for predicting the imbalance heart sound signal using spectrogram images",2024,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-023-17186-9","https://scholar.google.com/scholar?cites=10849871588719315389&as_sdt=80005&sciodt=0,11&hl=en",24,"2026-08-23 16:42:34","","10.1007/s11042-023-17186-9","",,,,,,14,7.00,3,5,2,"Heart sound signal analysis is an important area in healthcare, and the detection of imbalanced heart sounds can provide valuable diagnostic information. However, due to …","","https://scholar.google.com/scholar?q=related:vck3kLl8kpYJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
1,"S Basak, U Bhattacharya","Deep determination of cardiac condition from phonocardiograms",2025,"Neural Computing and Applications","Springer","https://link.springer.com/article/10.1007/s00521-025-11617-4","https://scholar.google.com/scholar?cites=6933840121311917230&as_sdt=80005&sciodt=0,11&hl=en",25,"2026-08-23 16:42:34","","10.1007/s00521-025-11617-4","",,,,,,1,1.00,1,2,1,"Every year, a significant volume of the global population is affected by coronary artery disease (CAD). On the other hand, heart murmur, an unusual whooshing sound caused by …","","https://scholar.google.com/scholar?q=related:rvQlcNryOWAJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
0,"A Ainiwaer, TJAJ Konings, K Kadier, X Ma…","Coronary artery disease diagnosis with signal processing and machine learning of heart sound signals: a systematic review",2026,"npj Digital …","nature.com","https://www.nature.com/articles/s41746-026-02530-8","",26,"2026-08-23 16:42:34","","","",,,,,,0,0.00,0,5,1,"Coronary artery disease (CAD) remains a major contributor to morbidity and mortality worldwide. Heart sound analysis has been investigated as a noninvasive approach to CAD …","https://www.nature.com/articles/s41746-026-02530-8_reference.pdf","https://scholar.google.com/scholar?q=related:i82T2Kv5W7gJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
1,"YF Dai, PF Liu, WQ Hou, H Maimaiti, K Kadier…","Integrating multi-modal deep features of electrocardiogram, heart sound signals and baseline data for coronary artery disease detection using transfer learning",2026,"… Signal Processing and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1746809426007020","https://scholar.google.com/scholar?cites=12993618294426163754&as_sdt=80005&sciodt=0,11&hl=en",27,"2026-08-23 16:42:34","","","",,,,,,1,1.00,0,6,1,"Coronary artery disease (CAD) remains one of the leading causes of death worldwide. Its pathogenesis involves plaque buildup within the arterial walls, leading to myocardial …","","https://scholar.google.com/scholar?q=related:KtpJ4v6aUrQJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
7,"X Wang, Z Zhang, H Du, C Pfeiffer, G Mészáros…","Predictive ability of multi-population genomic prediction methods of phenotypes for reproduction traits in Chinese and Austrian pigs",2024,"Genetics Selection …","Springer","https://link.springer.com/article/10.1186/s12711-024-00915-5","https://scholar.google.com/scholar?cites=2768065579771294353&as_sdt=80005&sciodt=0,11&hl=en",28,"2026-08-23 16:42:34","HTML","10.1186/s12711-024-00915-5","",,,,,,7,3.50,1,6,2,"Background Multi-population genomic prediction can rapidly expand the size of the reference population and improve genomic prediction ability. Machine learning (ML) …","https://link.springer.com/article/10.1186/s12711-024-00915-5","https://scholar.google.com/scholar?q=related:kfJAnfokaiYJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
4,"C Yin, J Qin, Y Shi, Y Zheng, X Guo","Detection of severe coronary artery disease based on clinical phonocardiogram and large kernel convolution interaction network",2025,"Biomedical Signal Processing and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1746809424012448","https://scholar.google.com/scholar?cites=7494074689009590753&as_sdt=80005&sciodt=0,11&hl=en",29,"2026-08-23 16:42:34","","","",,,,,,4,4.00,1,5,1,"Heart sound auscultation coupled with machine learning algorithms is a risk-free and low-cost method for coronary artery disease detection (CAD). However, current studies mainly …","","https://scholar.google.com/scholar?q=related:4aGpbjlNAGgJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
3,"M Sajid, A Hassan, DA Khan, SA Khan…","AI-CADS: An Artificial Intelligence based framework for automatic early detection and severity evaluation of coronary artery disease",2025,"… Signal Processing and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1746809425002162","https://scholar.google.com/scholar?cites=1662528723368578437&as_sdt=80005&sciodt=0,11&hl=en",30,"2026-08-23 16:42:34","","","",,,,,,3,3.00,1,5,1,"Coronary artery disease (CAD) is one of the leading causes of sudden cardiac arrest and accounts for a substantial proportion of global mortality. An early and accurate diagnosis is …","","https://scholar.google.com/scholar?q=related:hY1EwRB9EhcJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
3,"N Groun, M Villalba-Orero, L Casado-Martín…","Eigenhearts: Cardiac diseases classification using eigenfaces approach",2025,"Computers in Biology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010482525005189","https://scholar.google.com/scholar?cites=16377385239749746998&as_sdt=80005&sciodt=0,11&hl=en",31,"2026-08-23 16:42:34","","","",,,,,,3,3.00,1,4,1,"In the realm of cardiovascular medicine, medical imaging plays a crucial role in accurately classifying cardiac diseases and making precise diagnoses. However, the integration of …","https://arxiv.org/pdf/2411.16227","https://scholar.google.com/scholar?q=related:NmECvRopSOMJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
14,"KK Baseer, SBA Nas, S Dharani…","Medical diagnosis of human heart diseases with and without hyperparameter tuning through machine learning",2023,"2023 7th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10084156/","https://scholar.google.com/scholar?cites=2019932859140816305&as_sdt=80005&sciodt=0,11&hl=en",32,"2026-08-23 16:42:34","","","",,,,,,14,4.67,4,4,3,"In medical field, cardiac disease prediction remains as a complex task. Heart disease is the major cause of death around the world. This study has surveyed various research papers …","","https://scholar.google.com/scholar?q=related:sT06uzs-CBwJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
2,"Y Li, L Ling, Z Xiao, C Yang, J Pan, C Liu…","Using bone conduction technology for phonocardiogram measurement based on the watch-type device: A feasibility study",2025,"IEEE Sensors …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11083687/","https://scholar.google.com/scholar?cites=786061365631121693&as_sdt=80005&sciodt=0,11&hl=en",33,"2026-08-23 16:42:34","","","",,,,,,2,2.00,0,7,1,"Phonocardiogram (PCG) provides the most valuable information about the mechanical activity of the heart and has a significant role in postoperative out-of-hospital follow-up and …","","https://scholar.google.com/scholar?q=related:HfkZtqWm6AoJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
1,"W Zhang, Z Tian","Heart Sound Classification Using Kernel Partial Least Squares with Easy MKL-derived Kernels",2026,"Current Bioinformatics","benthamdirect.com","https://www.benthamdirect.com/content/journals/cbio/10.2174/0115748936366098250718052357","https://scholar.google.com/scholar?cites=438320093310596554&as_sdt=80005&sciodt=0,11&hl=en",34,"2026-08-23 16:42:34","","10.2174/0115748936366098250718052357","",,,,,,1,1.00,1,2,1,"Introduction The automatic classification of heart sound signals offers an economical and convenient approach for early diagnosis of cardiac diseases. By leveraging technological …","","https://scholar.google.com/scholar?q=related:yrWxc805FQYJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
3,"C Yin, Y Shi, Y Zheng, X Guo","Fast Convolution Compression Network for Coronary Artery Disease Detection Using Auscultation Signal",2025,"IEEE Sensors Journal","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10937299/","https://scholar.google.com/scholar?cites=11121180268730888647&as_sdt=80005&sciodt=0,11&hl=en",35,"2026-08-23 16:42:34","","","",,,,,,3,3.00,1,4,1,"Heart sound auscultation combined with deep learning is a common method for coronary artery disease (CAD) detection. However, current studies predominantly focus on improving …","","https://scholar.google.com/scholar?q=related:x7HJKIheVpoJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
9,"S Deepika, N Jaisankar","Review on machine learning and deep learning-based heart disease classification and prediction",2023,"The Open …","openbiomedicalengineeringjournal …","https://openbiomedicalengineeringjournal.com/VOLUME/17/ELOCATOR/e187412072301060/FULLTEXT/","https://scholar.google.com/scholar?cites=3438932758596896425&as_sdt=80005&sciodt=0,11&hl=en",36,"2026-08-23 16:42:34","HTML","","",,,,,,9,3.00,5,2,3,"Coronary Heart disease is the major factor for people's deaths throughout the world, and it is necessary to detect and predict the disease in the earlier stages because time plays a vital …","https://openbiomedicalengineeringjournal.com/VOLUME/17/ELOCATOR/e187412072301060/FULLTEXT/","https://scholar.google.com/scholar?q=related:qUafqh-LuS8J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
5,"XT Qi, H Wang, DG Zhu, L Zheng…","Global trends in coronary artery disease and artificial intelligence relevant studies: a bibliometric analysis.",2024,"European Review for …","europeanreview.org","https://www.europeanreview.org/wp/wp-content/uploads/001-022.pdf","https://scholar.google.com/scholar?cites=1052951326345372865&as_sdt=80005&sciodt=0,11&hl=en",37,"2026-08-23 16:42:34","PDF","","",,,,,,5,2.50,1,5,2,"OBJECTIVE: Coronary artery disease (CAD) is a major global cause of death, greatly affecting life expectancy and quality of life for populations. With the advent of artificial …","https://www.europeanreview.org/wp/wp-content/uploads/001-022.pdf","https://scholar.google.com/scholar?q=related:waSXDKfVnA4J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
9,"J Shen","EM-TSA: An ensemble machine learning-based transient stability assessment approach for operation of power systems",2023,"Math. Biosci. Eng","aimspress.com","https://www.aimspress.com/aimspress-data/mbe/2023/5/PDF/mbe-20-05-358.pdf","https://scholar.google.com/scholar?cites=17018266075068556247&as_sdt=80005&sciodt=0,11&hl=en",38,"2026-08-23 16:42:34","PDF","","",,,,,,9,3.00,9,1,3,"The transient stability of power systems plays the key role in their smooth operation, which is influenced by many working condition factors. To automatically evaluate transient stability …","https://www.aimspress.com/aimspress-data/mbe/2023/5/PDF/mbe-20-05-358.pdf","https://scholar.google.com/scholar?q=related:1-OKIdQGLewJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
4,"N Rathakrishnan, D Raja","Enhancing hyperspectral image classification with graph attention neural network",2024,"Journal of Electronic Imaging","spiedigitallibrary.org","https://www.spiedigitallibrary.org/journals/journal-of-electronic-imaging/volume-33/issue-4/043052/Enhancing-hyperspectral-image-classification-with-graph-attention-neural-network/10.1117/1.JEI.33.4.043052.short","https://scholar.google.com/scholar?cites=7012728768878937202&as_sdt=80005&sciodt=0,11&hl=en",39,"2026-08-23 16:42:34","","10.1117/1.JEI.33.4.043052.short","",,,,,,4,2.00,2,2,2,"Due to the rapid advancement of hyperspectral remote sensing technology, classification methods based on hyperspectral images (HSIs) have gained increasing significance in the …","","https://scholar.google.com/scholar?q=related:cgQxB6k3UmEJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
