Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
130,"F Khozeimeh, D Sharifrazi, NH Izadi, JH Joloudari…","RF-CNN-F: random forest with convolutional neural network features for coronary artery disease diagnosis based on cardiac magnetic resonance",2022,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-022-15374-5","https://scholar.google.com/scholar?cites=1764127577190240870&as_sdt=80005&sciodt=0,11&hl=en",1,"2026-08-23 16:44:03","HTML","","",,,,,,130,32.50,26,5,4,"Coronary artery disease (CAD) is a prevalent disease with high morbidity and mortality rates. Invasive coronary angiography is the reference standard for diagnosing CAD but is …","https://www.nature.com/articles/s41598-022-15374-5","https://scholar.google.com/scholar?q=related:ZhLlSK9wexgJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
28,"H Zhang, F Tian, Y Tan, L Shen, J Liu…","An AI-assisted all-in-one integrated coronary artery disease diagnosis system using a portable heart sound sensor with an on-board executable lightweight model",2025,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10909628/","https://scholar.google.com/scholar?cites=710021318816306512&as_sdt=80005&sciodt=0,11&hl=en",2,"2026-08-23 16:44:03","","","",,,,,,28,28.00,5,6,1,"Heart sounds play a crucial role in assessing Coronary Artery Disease (CAD). The advancement of Artificial Intelligence (AI) technologies has given rise to Computer Audition …","","https://scholar.google.com/scholar?q=related:UBUAq6CA2gkJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
23,"W Zhao, H Ma, N Jin, Y Zheng, X Guo","Detection of coronary heart disease based on heart sound and hybrid vision transformer",2025,"Applied Acoustics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0003682X24005711","https://scholar.google.com/scholar?cites=12045783269970538114&as_sdt=80005&sciodt=0,11&hl=en",3,"2026-08-23 16:44:03","","","",,,,,,23,23.00,5,5,1,"As a non-invasive examination method, phonocardiogram (PCG) has been widely used to assist in the diagnosis of cardiovascular diseases. Coronary heart disease (CHD) is the …","","https://scholar.google.com/scholar?q=related:gu7vDxA4K6cJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
21,"C Sun, X Liu, C Liu, X Wang, Y Liu, S Zhao, M Zhang","Enhanced cad detection using novel multi-modal learning: Integration of ecg, pcg, and coupling signals",2024,"Bioengineering","mdpi.com","https://www.mdpi.com/2306-5354/11/11/1093","https://scholar.google.com/scholar?cites=12973168336302238293&as_sdt=80005&sciodt=0,11&hl=en",4,"2026-08-23 16:44:03","HTML","","",,,,,,21,10.50,3,7,2,"Early and highly precise detection is essential for delaying the progression of coronary artery disease (CAD). Previous methods primarily based on single-modal data inherently …","https://www.mdpi.com/2306-5354/11/11/1093","https://scholar.google.com/scholar?q=related:Veqj-N3zCbQJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
34,"A Ainiwaer, WQ Hou, Q Qi, K Kadier, L Qin…","Deep learning of heart-sound signals for efficient prediction of obstructive coronary artery disease",2024,"Heliyon","cell.com","https://www.cell.com/heliyon/fulltext/S2405-8440(23)10562-7?uuid=uuid%3Aeb1869b5-3e1a-4aba-987c-1a50bfe9dd72","https://scholar.google.com/scholar?cites=7069124292525029992&as_sdt=80005&sciodt=0,11&hl=en",5,"2026-08-23 16:44:03","HTML","","",,,,,,34,17.00,6,6,2,"Background Due to the limitations of current methods for detecting obstructive coronary artery disease (CAD), many individuals are mistakenly or unnecessarily referred for …","https://www.cell.com/heliyon/fulltext/S2405-8440(23)10562-7?uuid=uuid%3Aeb1869b5-3e1a-4aba-987c-1a50bfe9dd72","https://scholar.google.com/scholar?q=related:aPoJGReTGmIJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
29,"N Singh, VK Gunjan, F Shaik, S Roy","Detection of Cardio Vascular abnormalities using gradient descent optimization and CNN",2024,"Health and Technology","Springer","https://link.springer.com/article/10.1007/s12553-023-00807-6","https://scholar.google.com/scholar?cites=17474854774589719799&as_sdt=80005&sciodt=0,11&hl=en",6,"2026-08-23 16:44:03","","10.1007/s12553-023-00807-6","",,,,,,29,14.50,7,4,2,"Purpose The purpose of this study is to propose an advanced methodology for automated diagnosis and classification of heart conditions using electrocardiography (ECG) in order to …","https://www.researchgate.net/profile/Sudipta-Roy-9/publication/377158082_Detection_of_Cardio_Vascular_abnormalities_using_gradient_descent_optimization_and_CNN/links/65978efc3c472d2e8eb4d342/Detection-of-Cardio-Vascular-abnormalities-using-gradient-descent-optimization-and-CNN.pdf","https://scholar.google.com/scholar?q=related:94T17NQng_IJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
56,"A Pathak, K Mandana, G Saha","Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection",2022,"IEEE Journal of Biomedical …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9669106/","https://scholar.google.com/scholar?cites=3258735548767970850&as_sdt=80005&sciodt=0,11&hl=en",7,"2026-08-23 16:44:03","","","",,,,,,56,14.00,19,3,4,"Conventional machine learning has paved the way for a simple, affordable, non-invasive approach for Coronary artery disease (CAD) detection using phonocardiogram (PCG). It …","","https://scholar.google.com/scholar?q=related:IqZAUbdaOS0J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
56,"K Iqtidar, U Qamar, S Aziz, MU Khan","Phonocardiogram signal analysis for classification of Coronary Artery Diseases using MFCC and 1D adaptive local ternary patterns",2021,"Computers in Biology and Medicine","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010482521007204","https://scholar.google.com/scholar?cites=9833873827549311062&as_sdt=80005&sciodt=0,11&hl=en",8,"2026-08-23 16:44:03","","","",,,,,,56,11.20,14,4,5,"Abstract Coronary Artery Diseases (CADs) are a dominant cause of worldwide fatalities. The development of accurate and timely diagnosis routines is imperative to reduce these risks …","https://www.researchgate.net/profile/Sumair-Aziz/publication/355162111_Phonocardiogram_Signal_Analysis_for_Classification_of_Coronary_Artery_Diseases_using_MFCC_and_1D_Adaptive_Local_Ternary_Patterns/links/67a8a4a1645ef274a478a103/Phonocardiogram-Signal-Analysis-for-Classification-of-Coronary-Artery-Diseases-using-MFCC-and-1D-Adaptive-Local-Ternary-Patterns.pdf","https://scholar.google.com/scholar?q=related:VnAW4STweIgJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
13,"A Maity, G Saha","Enhancing cross-domain robustness in phonocardiogram signal classification using domain-invariant preprocessing and transfer learning",2024,"Computer methods and programs in biomedicine","Elsevier","https://www.sciencedirect.com/science/article/pii/S0169260724004553","https://scholar.google.com/scholar?cites=16002312569823237532&as_sdt=80005&sciodt=0,11&hl=en",9,"2026-08-23 16:44:03","","","",,,,,,13,6.50,7,2,2,"Background and objective: Phonocardiogram (PCG) signal analysis is a non-invasive and cost-efficient approach for diagnosing cardiovascular diseases. Existing PCG-based …","","https://scholar.google.com/scholar?q=related:nBUVlX-iE94J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
66,"T Tuncer, S Dogan, RS Tan, UR Acharya","Application of Petersen graph pattern technique for automated detection of heart valve diseases with PCG signals",2021,"Information Sciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S0020025521001298","https://scholar.google.com/scholar?cites=2092331191816234468&as_sdt=80005&sciodt=0,11&hl=en",10,"2026-08-23 16:44:03","","","",,,,,,66,13.20,17,4,5,"This work aimed to use machine learning to diagnose four heart valve disease conditions and normal heart sounds. This paper proposed the automated classification of normal, aortic …","","https://scholar.google.com/scholar?q=related:5CWtICJ0CR0J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
